smiles,Delta_Gibbs
C1=CC(=CC(=C1)F)C#CC2=CC=C(C=C2)C=O,-4.8
C1=CC=C(C(=C1)C#CC2=CC=C(C=C2)Br)F,-4.8
C1=CC(=CC(=C1)Cl)C#CC2=C(C=C(C=C2)F)F,-5.0
CC1=CC=CC=C1C#CC2=CC=C(C=C2)Br,-4.8
C1C[C@@H](C=C[C@@H]1OC(=O)C2=CC=CC=C2)F,-4.2
C1=CC=C(C=C1)/C=C(\CF)/C2=CC=CC=C2,-4.9
CC1=C(C(=C(C1COC2=CC=CC=C2)C)C)C,-4.5
C1=CC(=CC(=C1)C(F)(F)F)/C=C/C2=CC=NC=C2,-4.8
C=C1C[C@@H](O[C@@H](C1)/C=C/C2=CC=CC=C2)CCl,-4.4
C1CSC2=C(S1)SC(=C3C=COC=C3)S2,-3.5
CC1=CC=C(C=C1)S(=NC2=CC=CC=C2)(=O)C,-4.6
C1=CC=C(C=C1)CSC2=CC=CC(=C2)F,-4.3
CC1=CC=CC=C1/C=C/[C@H]2[C@H]3[C@@H]2C4=CC[C@H]3C4,-4.9
C1C=C2C[C@H]1[C@@H]3[C@H]2[C@H]3/C=C/C4=CC=C(C=C4)F,-4.9
C1C=C2C[C@H]1[C@@H]3[C@H]2[C@H]3/C=C/C4=CC=CC=C4,-4.9
CC1=CCC=C1OC(=O)C2=CC=CC=C2,-4.5
CN1CCC(=CC1)CCC2=C(C(=CC=C2)Cl)Cl,-4.6
C1=CSC=C1/C=C/C2=CC(=S)SS2,-3.7
C1C=C[C@@H]2[C@@H]1[C@@H]3C[C@H]2C(=C3)SC4=CC=CC=C4,-4.7
C1C[C@@H]2C[C@H]2[C@H](C1)OCC3=CC=CC=C3,-4.2
C1CCC(CC1)/C(=C/C2=CC=CC=C2)/[O-],-4.7
C1[C@H]2C[C@@H]([C@@H]1C=C2)COC(=O)C3=CC=CC=C3,-4.3
C[N+]1=C(CCC1)/C=C(/C2=CC=C(C=C2)Cl)\Cl,-4.4
C[N+]1=C(CCC1)/C=C(/C2=CC=C(C=C2)Br)\Cl,-4.4
C[N+]1=C(CCCCC1)/C=C(/C2=CC=C(C=C2)Cl)\Cl,-4.7
C[N+]1=C(CCCCC1)/C=C(/C2=CC=C(C=C2)Br)\Cl,-4.7
C1CCC2(C1)CCC(=C=C2)C3=CC=CC=C3,-5.1
CC1=CC=C(C=C1)[N+](=O)NC2=CC=C(C=C2)Cl,-4.7
CC1=CC(=CC=C1)CC(=O)OC2=CC=CC(=C2)C,-4.6
CC1=C/C(=C\C=C/2\C(=CC(=C2)C)C)/C(=C1)C,-4.8
C1=CC=C(C=C1)N[N+](=O)C2=CC(=CC=C2)Cl,-4.5
CC1=CC(=C(C=C1)N[N+](=O)C2=C(C=C(C=C2)C)F)F,-5.2
CC1=COC(CC1)(C)/C=C/C2=CC=CC=C2,-4.7
C1C[C@H]2C(=C/C=C/C3=CC=CC=C3)[C@@H]1OO2,-4.8
C1=CC=C(C=C1)C[C@H](CCl)C2=CC=CC=C2,-4.6
C1=CC=C(C=C1)C[C@@H](CCl)C2=CC=CC=C2,-4.7
C[C@H](C1=CC=CC=C1)N(CC2=CC=CC=C2)N=O,-4.4
C1CCC(CC1)COC(=O)C2CCCC2,-4.2
C1=CC=C(C(=C1)/C=C/C2=CC=CC=C2N=O)NO,-5.3
C1=CC=C(C(=C1)/C=C/C2=CC(=CC=C2)NO)N=O,-5.4
C1=CC=C(C(=C1)/C=C/C2=CC=C(C=C2)NO)N=O,-5.2
C1=CC(=CC(=C1)NO)/C=C/C2=CC(=CC=C2)N=O,-5.5
C1=CC=C(C=C1)C(=S)OC2=CC=C(C=C2)Cl,-4.4
C1=CC=C(C=C1)C[C@H](CS)C2=CC=CC=C2,-4.4
C1=CC=C(C=C1)C[C@@H](CS)C2=CC=CC=C2,-4.4
C1CCC(CC1)CSC2CCCCC2=[OH+],-4.4
C[C@@H](CC1=CC=CC=C1)C2=CC=CS2,-4.2
C[C@H](CC1=CC=CC=C1)C2=CC=CS2,-4.3
C[C@@]12CC[C@@H]1CC[C@@]2(C)OC(=O)C3=CC=CC=C3,-4.5
C[C@]12CC[C@H]1CC[C@]2(C)OC(=O)C3=CC=CC=C3,-4.7
CC1=CC(CC1)OC(=O)C2=CC=CC=C2,-4.3
C1C[C@H]2CSC(=[N+]2C1)SCC3=CC=CC=C3,-4.0
CC1=CC=CC=C1SC(C)C2=CC=CC=C2,-4.2
CC1=CC=C(C=C1)C(=O)OC2=CCCCC2,-4.4
C1CCC(=CC1)OC(=O)C2=CC=C(C=C2)Cl,-4.4
CS(=NC1=CC=CC=C1Cl)(=O)C2=CC=CC=C2,-4.6
COC1=CC=C(C=C1)/C=C/C2C=CC=CS2,-4.3
COC1=CC=C(C=C1)/C=C/C2=CC=CSC2,-4.3
C1CC(CC=C1)/C=C/C2=CC=C(C=C2)Cl,-4.5
C1[C@@H]2C[C@@H]([C@H]1C=C2)/C=C/C3=CC=CC=C3,-4.7
C1[C@H]2C3C2[C@@H](C1C3)/C=C/C4=CC=CC=C4,-4.6
C1C=CCC1C2=CC3=CC=CC=C3C=C2,-5.1
CC1=CC(=CC(=C1)O[C@@H](C)C2=CC=CC=C2)C,-4.8
C1=CC=C(C=C1)C2=C=C3C=CC=CC3=C=C2,-5.4
C[C@H]1C=CCC[C@H]1COCC2=CC=CC=C2,-4.1
CP(C1=CC=CC=C1)C(=C)C2=CC=CC=C2,-4.6
CC1=C(C(=C(C=C1)C)OC(=O)C2=CC=CC=C2)C,-4.6
C1CC(CC=C1)C/C=C/C2=CC=CC=C2,-4.4
C1CCC(CC1)/C=C\C(=O)C2=CC=CC=C2,-4.6
C1=CC=C2C(=C1)SC(S2)C3C=CC=C3,-4.2
C[C@H](C1=CC=CC=C1)OCCC2=CC=CC=C2,-3.6
C1CCC2C=C(C=C2CC1)CC3=CC=CC=C3,-5.1
C1CCC\2=C(C1)CC/C2=C\C3=CC=CC=C3,-5.1
[2H]/C(=C(/[2H])\C1=CC=C(C=C1)OC)/C2=CC=CC=C2,-4.8
CC1=C(C(=O)OC(=C1)/C=C/C2=CC=CC=C2)C,-4.9
CC1=C(C(=CC=C1)N=C(C)C2=CC=CC=C2)C,-4.7
CC1CCCC1C(=O)OCC2=CC=CC=C2,-4.5
CC1(CC=CC1)CCC2=CC=CC=C2,-4.3
CC(CC1=CC=C(C=C1)F)(C2=CC=CC=C2)OO,-4.7
CC(CC1=CC=C(C=C1)Cl)(C2=CC=CC=C2)OO,-4.6
C1CCC(CC1)N=C2OC3=CC=CC=C3S2,-4.4
C1C[C@H](CC(=O)C1)/C(=C/C2=CC=CC=C2Cl)/F,-4.8
CC1=CC=C(C=C1)C#CC2=CC=C(S2)C=O,-4.2
CC1=CC=C(C=C1)C#CC2C(=C)C(=C)CO2,-4.5
C1C=CC2C1C3CC2C(C3)C4=CC=CC=C4,-4.8
C1C[C@H](CC(OC1)CCC2=CC=CC=C2)Cl,-4.5
C1C[C@@H](CC(OC1)CCC2=CC=CC=C2)Cl,-4.4
C1CCC(CC1)OC(=S)OC2CCCCC2,-3.9
C=CC1=CC=CC=C1/C=C/C2=CSC=C2,-4.4
CC1=CC(=C(C(=C1)C)C=NC2=CC=CC=C2[S-])C,-4.6
C1=CC=C(C(=C1)N=CC2=C(C=CC=C2Cl)Cl)[S-],-4.3
C1=CC=C(C(=C1)N=CC2=CC=C(C=C2)Cl)[S-],-4.5
C1=CC=C(C=C1)C=NC2=CC=CC=C2[S-],-4.3
CC1=CCC(S1)CCC2=CC=CC=C2,-4.3
C=C1CCC(S1)CCC2=CC=CC=C2,-4.1
C1=CC=C(C=C1)C(CCl)C(=O)C2=CC=CC=C2,-4.5
COC1=CC=C(C=C1)C#CC2=CC=CC=C2F,-4.9
CC1=CC=C(C=C1)C(CC2CCCCO2)Cl,-4.6
C1=CC=C(C=C1)C2=CC3=CC=CC=C3C2OO,-4.8
C1=CC=C(C=C1)[N+](=O)NC2=CC=C(C=C2)F,-4.5
C1=CC=C(C=C1)[N+](=O)NC2=CC=C(C=C2)Cl,-4.5
CC1=CC(=CC(=C1)C(=O)SC2=CC=CC=C2)C,-4.7
CC1=CC=C(C=C1)CS(=O)C2=CC=CS2,-4.2
C1CC[C@@H]([C@@H](C1)C(C(=O)C2=CC=CC=C2)Cl)Cl,-4.6
CC1=CC(=NC1(C)C/C=C/C2=CC=CC=C2)C,-4.7
C=C(C1=CC=CS1)OCC2=CC=CC=C2,-4.2
COC1=CC=CC=C1/C=C/C2CCCCC2,-4.6
C1CCC(C1)/C=C/C2=CC=C(C=C2)F,-4.4
C1C2=C(C=C(C=C2)Cl)/C(=C/C3=CC=CC=C3)/O1,-5.2
C=C1CCCC1C2=CC3=CC=CC=C3S2,-4.6
C1C2C=CC1C3C2C3/C=C/C4=CC=CC=C4,-4.8
C1CCC(CC1)CC#CC2=CSC=C2,-4.0
CN(C1=CC=C(C=C1)Cl)C(=O)C2=CC=CC=C2S,-4.3
[2H]C1=CC=C(C=C1C)OCC2=CC=CC=C2,-4.6
[2H]C1=C(C=C(C=C1C)OCC2=CC=CC=C2)C,-4.7
CC1=C(C=C(C=C1)C(=O)SC2=CC=CC=C2)C,-4.9
CC1=CC=C(C=C1)/C=C/C2=CCCCC2=O,-5.0
C1CC=C(C(=O)C1)/C=C/C2=CC=C(C=C2)Cl,-4.8
C1CCC(=O)C(=CC1)/C=C/C2=CC=CC=C2,-4.9
CC1=C2CC(CCC2=CC=C1)C3=CC=CC=C3,-5.1
CC1=CC2=C(CC(CC2)C3=CC=CC=C3)C=C1,-5.3
C1CSCCC12C=C(N=N2)C3=CC=CC=C3,-4.5
C1CCC2(CC1)C=C(N=N2)C3=CC=CC=C3,-4.7
CC1=CC=C(C=C1)C2=CC3=CC=CC=C3CS2,-5.1
CC1=CC(=CC=C1)C2=CC3=CC=CC=C3CS2,-5.4
C1C2=CC=CC=C2C=C(S1)C3=CC=C(C=C3)F,-5.2
C1C2=CC=CC=C2C=C(S1)C3=CC=CC=C3,-5.1
C1=CC=C(C=C1)C#CC2=C(C=CC(=C2)Br)F,-5.0
CC1=CC(=C(C(=C1)C)O[C@@H](C)C2=CC=CC=C2)C,-4.5
CC1=CC(=C(C(=C1)C)O[C@H](C)C2=CC=CC=C2)C,-4.7
CC1=C(C(=CC=C1)C)O[C@@H](C)C2=CC=CC=C2,-4.6
CC1=C(C(=CC=C1)C)O[C@H](C)C2=CC=CC=C2,-4.5
C1=CC(=C(C=C1F)F)N[N+](=O)C2=C(C=C(C=C2)F)F,-5.1
CC1=C(CCCC1)/C=C/C2=CCCCC2,-4.7
C[C@@H]1CCC[C@@H](O1)/C=C/C2=C(C=C(C=C2C)C)C,-5.0
C1CC2C(CC1C2C#CC3=CC=CC=C3)Br,-4.7
CC1=C(C=C(C=C1)/C=C/C2=CC=NC=C2)C,-4.7
C1=CC=C(C(=C1)C#CC2=CC=C(C=C2)F)Br,-4.9
CC1=CC(=C(C=C1)C#CC2=CC=CC=C2)Br,-4.5
CC1=CC(=C(C=C1)Br)C#CC2=CC=CC=C2,-4.7
C1=CC=C(C(=C1)C2=NC3=C(O2)C=C(C=C3)Cl)Cl,-4.9
C1=CC=C(C=C1)N=CC2=CC(=C(C(=C2F)F)F)F,-5.0
C1=CC(=CC=C1/C=C/C2=CSC=C2)Cl,-4.2
CC1=CC(=C(C=C1)OC)CCC2=CC=CC=C2,-4.7
CC1=CC=CC=C1C#CC2=CC=CC=C2Br,-4.8
C1=CC=C(C(=C1)C#CC2=CC=CS2)Br,-4.3
C1=CC=C(C(=C1)C#CC2=CC(=CC=C2)F)Br,-4.9
C1=CC=C(C=C1)C#CC2=C(C=CC=C2Br)F,-4.9
C1=CC=C(C=C1)C2=CC3=C(C=CC=C3S2)F,-4.9
C1=CSC(=C1)/C=C/C2=CC=C(S2)Br,-4.0
[H][C@@]([2H])(C1=CC=CC=C1)SC2=CC=CC=C2,-4.2
[H][C@]([2H])(C1=CC=CC=C1)SC2=CC=CC=C2,-4.2
[H][C@@]([2H])(C1=CC=CC=C1)SC2=CC=C(C=C2)C,-4.5
[H][C@]([2H])(C1=CC=CC=C1)SC2=CC=C(C=C2)C,-4.4
C1CCC(CC1)(C=O)SCC2=CC=CC=C2,-4.3
C1=CC=C(C=C1)/C=[13CH]/C2=CC=CC=C2,-4.8
C1CCC(=S)N(CC1)/C=C/C2=CC=CC=C2,-4.4
CC1=C(C(=CC=C1)C=NC2=C(C(=C(C(=C2F)F)F)F)F)[O-],-4.7
C=C1CC(S1)CCC2=CC=CC=C2,-3.7
CC1=CC(=C(C=C1)OC)C#CC2=CC=CC=C2,-4.9
CC1=CC(=CC=C1)C#CC2=C(C=CC=C2C)C,-4.9
C1C=CC=C1/C=C/C2=CC=C(C=C2)CS,-4.4
C1C(SC2=CC=CC=C21)C3=CC=CC=C3Cl,-4.8
C=C[C@@H](C1=CC=CC=C1)SC2=CC=CC=C2,-4.7
C1=CC=C(C=C1)C#CC2=C(C(=CC=C2)F)C=O,-4.8
C1=CC=C(C(=C1)N[N+](=O)C2=CC=CC=C2F)F,-4.8
C1=CC(=CC(=C1)F)N[N+](=O)C2=CC(=CC=C2)F,-4.8
C1=CC(=CC=C1N[N+](=O)C2=CC=C(C=C2)F)F,-4.7
C1CCC(CC1)OC2[C@H]3[C@@H]2CCCC3,-4.0
C1=CC=C(C=C1)[C@@H](C(C2=CC=CC=C2)Cl)Cl,-4.5
[13CH3][13CH](CC1=CC=CC=C1)C2=CC=CC=C2,-4.6
C1=CC=C(C=C1)/C(=C(/C2=CC=CC=C2)\[S-])/[S-],-4.2
C1CC(CCC1/C=C/C2=CC=CC=C2)Br,-4.7
CC1=NC(=CS1)/C=C/C2=CC=C(C=C2)Cl,-4.3
CN(CC1C=CC=C1)C2=CC=C(C=C2)Cl,-4.1
CN(CC1C=CC=C1)C2=CC(=CC=C2)Cl,-4.1
CC1=CC=C(C=C1)N(C)C(C)C2C=CC=C2,-4.3
CC(C1C=CC=C1)N(C)C2=CC=C(C=C2)Cl,-4.2
CC1=CC(=CC=C1)C=NC2=CC=C(C=C2)F,-4.8
CC/C(=C\C1=CC=CS1)/C2=CC=CC=C2,-4.4
C[C@]12CC=CC[C@@H]1CC=C(C2)C3=CC=CC=C3,-5.1
COC1=CC=CC=C1C#CC2=CC=C(C=C2)Cl,-4.6
CC(=NC1CCCCC1)C2=CC=CC=C2Cl,-4.7
C1CCC(CC1)OC(=O)C2=CC3CC2C=C3,-4.6
C1CC[C@@H]([C@H](C1)OC(=O)C2=CC=CC=C2)Cl,-4.4
C1CCC(CC1)C(=O)O[C@H]2CCCC[C@@H]2Cl,-4.3
C1CCC(CC1)[C@H]2[C@@H](O2)C3CCCCC3,-4.4
C1C[C@@H]([C@H](C=C1)F)OC(=O)C2=CC=C(C=C2)F,-4.4
C=CC1=CC=C(C=C1)N=C(C2=CC=CC=C2)[O-],-4.6
CC1=CC=C(C=C1)C(CC2SCCCS2)Cl,-4.2
C1CSC(SC1)CC(C2=CC=CC=C2)Cl,-3.8
C1CSC(SC1)CC(C2=CC=CC=C2F)Cl,-3.9
CC1CCC(CC1)COC2=CC=CC=C2,-4.4
CSC1=CC=CC=C1C#CC2=CC=C(C=C2)F,-4.7
CC1=CC(=CC=C1)C(=O)OC2CCCC=C2,-4.7
C1C=CC(C1CCC2=CC=CC=C2)(F)F,-4.5
C1CC(=CC2=CC=CC=C21)C3=CC=CC=C3F,-5.5
C=C(C1=CC=CC=C1)OC(=O)C2=CC=CCC2,-4.7
C1=CC(=C(C=C1N[N+](=O)C2=CC(=C(C=C2)F)F)F)F,-4.9
C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2C3/C=C/C4=CC=C(C=C4)F,-5.1
C1C[C@H]2C[C@@H]1[C@H]3[C@@H]2C3/C=C/C4=CC=C(C=C4)F,-5.1
CC1=CC=C(C=C1)/C=C/C2[C@H]3[C@@H]2[C@H]4C[C@@H]3C=C4,-4.8
C1=CC=C(C=C1)N[N+](=O)C2=C(C(=CC=C2)Cl)Cl,-4.6
CC1\2CCCCC1C/C2=C\C3=CC=CC=C3,-5.0
C1=CC=C(C=C1)/C(=C/C2=CC=C(C=C2)Br)/F,-4.6
COC1=CC=CC(=C1)/C=C(/C2=CC=CC=C2)\F,-5.1
C1CCC(=C=CC2=CC=CC=C2)C1,-4.5
CC1=CC=C(C=C1)C#CC2=CC=CC=C2Br,-4.8
C1=CC=NC(=C1)/C=C(/C2=CC(=C(C=C2)Cl)Cl)\F,-4.9
C1=CC=C(C=C1)C2=NC3=C(O2)C=CC=C3F,-4.8
C1CCC=C(CC1)C2=NC3=CC=CC=C3O2,-4.7
C1CC=C[C@H](C1)CCC2=CC=CC=C2,-4.4
C1=CC=C(C=C1)/C(=C/C2=CC=CS2)/F,-4.4
C1=CC=C(C=C1)/C(=C/C2C=CC=C2)/F,-4.3
C1C/C(=C(\C2=CC=CC=C2)/F)/C3=CC=CC=C31,-5.1
C1C/C(=C(\C2=CC=CS2)/F)/C3=CC=CC=C31,-4.6
CC1=C(C(OC1=NCC2=CC=CC=C2)(C)C)C,-4.6
C1CCC(CC1)/C=C/C2CCCC(=O)C2,-4.7
C[C@@H](C1CCCCC1)N=CC2=CSC=C2,-3.9
C=C(C1=CC=CC=C1)[C@H](C2=CC=CC=C2)F,-5.0
C1=CC(=CC(=C1)S)C#CC2=CC(=CC=C2)S,-4.6
CC1=C(C=CC(=C1)F)C#CC2=C(C=CS2)C#C,-4.7
CC1=CC=CC=C1CCC2C=CC=C2,-4.0
CC1=CC=C(C=C1)/C=C/N2C3C2CCCC3,-4.7
[C-]#CC1=CC=C(C=C1)C#CC2=CC=CC=C2,-4.6
C1CCC(=COC2=CC=C(C=C2)F)CC1,-4.2
C1=CC=C(C=C1)CCC2=CC(=C(C=C2C=O)F)F,-4.6
CN(C)C1=NC=C(S1)/C=C/C2=CC=CC=C2,-4.3
C1=CC(=CC=C1N=CC2=CC(=C(C=C2F)F)F)Cl,-4.8
C1CCC(=CC1)C(=O)/C=C\C2=CC=CC=C2,-4.6
CC1=CC(=CC=C1)CC(C)C2=CC=CC=C2,-5.0
C1=CC=C(C=C1)/C(=C/C2=CSC=C2)/C#N,-4.3
C1=CN=CC=C1/C=C/C2=C(C(=C(C(=C2F)F)F)F)F,-5.0
C1=CC=C(C(=C1)CN=CC2=CC=CC=C2Cl)Cl,-4.6
CC1=C(OC(=C1)/C=C/C2=CC=CC=C2)C,-4.9
C1=CC=C(C=C1)C#CC2=C(C=CC=C2F)C#N,-4.8
CC1=CC=CC=C1/C=C/C2[C@H]3[C@@H]2[C@H]4C[C@@H]3C=C4,-4.8
C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2C3/C=C/C4=CC=CC=C4,-4.9
C1CCC(CC1)CCC2C=CCCCC2=O,-4.4
CC1=CC=C(C=C1)[C@@H]2[C@H](O2)C3CCCCC3,-4.4
CC1=CC=C(C=C1)C#CC2=CC=CC=C2[N+]#[C-],-4.7
C1=CSC(=C1)/C=C/C2=CC=C(S2)C#N,-3.8
CN(C1=CC=C(C=C1)Cl)C(=C)C2=CC=CC=C2,-4.8
C=C(C1=CC=CC=C1)C(C2=CC=CC=C2)F,-4.9
C1C2CC3C1C3C2C#CC4=CC=CC=C4,-4.5
CC1=CC=C(C=C1)C#CC2C3CC4C2C4C3,-4.6
C1=CC=C(C=C1)C#CC2=C(SC=C2)Br,-4.3
COC1=CC=CC(=C1)C#CC2=CC=C(C=C2)F,-5.0
CC1=C(C=C(C=C1)C#CC2=CC=C(C=C2)F)C,-4.8
COC(C1=CC=CC=C1)SC2=CC=C(C=C2)F,-4.4
C1C2=C(C=CC(=C2)Cl)N=C(O1)C3=CC=CC=C3,-5.1
CC1C2=CC=CC=C2N=C(O1)C3=CC=CC=C3,-5.0
CC1=CC2=C(C=C1)OC(=N2)C3=C(C=CC(=C3)F)F,-5.2
CC1=CC(=C(C=C1)C2=CC3=CC=CC=C3N=N2)C,-5.4
CC1=CC=C(C=C1)C2=C(C3=CC=CC=C3C2)F,-5.5
CC1=CC=C(C=C1)C(=O)SC2CCCCC2,-4.4
C1[C@H](SC2=CC=CC=C21)CC3=CC=CC=C3,-4.8
C#CC1=CC=CC=C1C#CC2=CC=C(C=C2)F,-4.9
C#CC1=CC=CC=C1C#CC2=CSC=C2,-4.4
COC1=CC=C(C=C1)[13C]#CC2=CC=CC=C2,-4.6
CC1=C(C(=C(C(=C1F)F)F)F)C=NC2=CC=CC=C2,-5.0
CC1=CC=C(C=C1)SCC2=CC=CC=C2F,-4.5
CC1=C(C(=C(C(=C1F)F)C#CC2=CC=CS2)F)F,-4.7
CC1=CC=C(C=C1)C#CC2=C(C(=CS2)F)F,-4.4
CC1=CC=C(C=C1)[C@@H](C)S(=O)C2=CC=CC=C2,-4.5
CC1=CC=C(C=C1)C(=NC2=C(C=C(C=C2)C)C)C,-4.7
C1=CC=C(C=C1)[C@@H]2[C@H](S2)C3=CC=C(C=C3)Cl,-4.6
CC1CCC(=C(C1)C=O)C#CC2=CC=CC=C2,-4.8
C1C[C@H]2C=C(C[C@@H]1S2)C#CC3=CC=CC=C3,-4.9
C[C@@H]1CCCCC1=NSC2=CC=CC=C2,-4.2
C#CC1=CC=C(C=C1)/C=C/C2=CC=CS2,-4.3
CC1=CC(=CC(=N1)C)/C=C/C2=CC=C(C=C2)OC,-5.0
CC(=NC1=CC=C(C=C1)Cl)C2=CCCCC2,-4.6
CC1=CC(=CC=C1)C(=NC2=CC=CC=C2)C,-4.3
CC1=C(C=CC(=C1)OC)/C=C/C2=CC=CC=C2,-4.7
[H][C@@]([2H])(C1=CC=CC=C1)[C@@H](C2=CC=CC=C2)F,-4.6
[H][C@]([2H])(C1=CC=CC=C1)[C@@H](C2=CC=CC=C2)F,-4.7
C1=CC=C(C=C1)/C=C/C2=C(C(=CC=C2)F)C#N,-4.7
C1=CSC(=C1)C2=NC3=C(O2)C=CC(=C3)F,-4.3
C1=CC=C(C=C1)S/C=C\C2=CC=C(C=C2)F,-4.1
CC1=CC(=CN1/C=C/C2=CC=CC=C2)C,-4.4
C[C@@H]1CCCC[C@@H]1OC(C)C2=CC=CC=C2,-4.2
C[C@@H]1CCCC[C@H]1OC(C)C2=CC=CC=C2,-4.3
CC#CC1=CC=CC=C1/C=C/C2=CC=CC=C2,-4.8
CN(CC1=CC=CC1)C2=CC=C(C=C2)Cl,-4.1
CN(CC1=CC=CC1)C2=CC(=CC=C2)Cl,-4.0
C1CC2CC1C[C@H]2C#CC3=CC=CC=C3,-4.4
C1C2CC3C1C3[C@@H]2C#CC4=CC=CC=C4,-4.5
C1CC(=CC2=CC=CC=C21)C3=CC=CS3,-4.9
C1=CC=C(C=C1)C(OC(=O)C2=CC=CC=C2)F,-4.8
C1CCC(CC1)(OC(=O)C2=CC=CC=C2)F,-4.3
C1CC[C@H]([C@H](C1)OC(=O)C2=CC=CC=C2)Cl,-4.3
C1=CC=C(C=C1)NS(=O)C2=CC=CC=C2Cl,-4.6
CC1=C(C(=CC=C1)C)C#CC2=CCCCC2,-4.6
C[C@@]1(SCCCS1=O)CCC2=CC=CC=C2,-4.2
C[C@]1(SCCCS1=O)CCC2=CC=CC=C2,-4.1
C1=CC=C(C=C1)OC(=O)C2=C(C=CC(=C2)Cl)Cl,-4.2
CC[C@]1(CC(=C1)CCC2=CC=CC=C2)C,-4.5
CC1=CC(=C(C=C1)C#CC2=CC=CC=C2)Cl,-4.7
CN=C/C(=C\C1=CC=CS1)/C2=CC=CC=C2,-4.1
[2H]/C(=C\C1=CC=CC=C1)/C2=CC=CC=C2OC,-4.6
CC1=CC=C(C=C1)S(=O)O[C@@H]2CCC3CC2C3,-4.3
CC1=CC=C(C=C1)S(=O)O[C@@H]2C[C@H]3CC[C@@H]2C3,-4.4
C1=CC=C(C=C1)[13C]#[13C]C2=CC=CC=C2,-4.6
CC1=CC=C(C=C1)/C(=C/C2=CC=CC=C2)/C=O,-5.0
C1=CC=NC(=C1)/C=C/C2=CC(=CC=C2)C(F)(F)F,-5.2
C1=CC(=CC(=C1)C(F)(F)F)/C=C/C2=CN=CC=C2,-5.1
CC1=CC(=CC=C1)/C=C/C2=CC=CO2,-4.6
C1=CC(=CC(=C1)Cl)/C=C/C2=CC=CO2,-4.4
CC1=CC(=CC=C1)/C=C/C2=COC=C2,-4.5
C1=CC(=CC(=C1)Cl)/C=C/C2=COC=C2,-4.4
CC1=CC=C(C=C1)/C=C/C2=COC=C2,-4.5
C1=CC(=CC=C1/C=C/C2=COC=C2)F,-4.4
C1=CC(=CC=C1/C=C/C2=COC=C2)Cl,-4.3
CON(CC1=CC=C(C=C1)Cl)C2=CC=CC=C2,-4.4
CC(=NC1CCCCC=C1)C2=CC=CC=C2,-4.4
C1=CN=CC=C1/C=C/C2=C(C(=C(C(=C2F)F)Cl)F)F,-4.9
C1=CC(=CC(=C1)Cl)N[N+](=O)C2=CC(=CC=C2)Cl,-4.6
COC1=NN=C(C=C1)C#CC2=CCCCC2,-4.4
CC1=CC=C(C=C1)CCC2=CC=CC=C2OC,-4.8
COC1=C(C=C(C=C1)F)CCC2=CC=CC=C2,-4.5
CC1=CC=C(O1)/C=C/C2=CC=CS2,-4.0
C1CC(=CC(=O)C1)/C=C/C2=CC=C(C=C2)F,-5.2
C1=CC=C(C=C1)C/C=C/C2=CC=CS2,-4.2
CC1=CC(=CC(=C1)C=NC2=CC(=CC=C2)Cl)C,-5.0
C1CC=C(C=C1)COC(=O)C2=CC=CC=C2,-4.5
COC1=CC=C(C=C1)/C=C/C2C3C2CCCC3,-4.8
C1CSC(S(=O)C1)/C=C/C2=CC=CC=C2,-4.3
C[C@@H]1CC=CC(=C)[C@]1(C)CCC2=COC=C2,-4.2
CC(=O)C1=C(C=C(C=C1)F)CCC2=CC=CC=C2,-4.5
C1=CC=C(C=C1)C#CC2=CC(=CS2)Br,-4.3
CC1=CC=C(C=C1)/C=C/C2=CC=C(O2)C,-4.7
CC1=CC(=C(O1)C)/C=C/C2=CC(=CC=C2)Cl,-4.7
C1=CC=C(C=C1)C#CC2=C(C(=CC(=C2)F)F)Br,-4.9
C1=CC=C(C=C1)C(C=O)SC2=CC=C(C=C2)Cl,-4.5
C=CC1=CC=C(S1)/C=C/C2=CC=CC=C2,-4.4
CC\1CCCC/C1=C\CC2=CC=CC=C2,-4.7
C1CCCC(=CCC2=CC=CC=C2)CC1,-4.3
CC\1CCC/C1=C\CC2=CC=CC=C2,-4.4
CC1=C(OC(=C1)/C=C/C2=CC=C(C=C2)Cl)C,-4.7
CC1=CC=C(O1)/C=C/C2=CC(=CC=C2)Cl,-4.8
CC1=C(OC(=C1)/C=C/C2=CC(=CC=C2)Cl)C,-5.0
CC1=CSC(=C1)/C=C/C2=CC=C(C=C2)F,-4.6
CC1=CC=C(O1)/C=C/C2=CC=C(C=C2)F,-4.7
CC1=C(OC(=C1)/C=C/C2=CC=C(C=C2)F)C,-4.9
CC1=CC=C(C=C1)C#CC2=C(C=CC=C2C)C,-5.0
C1CC2CC1C3C2C3C(=O)CC4=CC=CC=C4,-4.7
CC1=CC(=C(C=C1)[O-])C=NC2=CC=C(C=C2)Cl,-4.9
CC1=CC=C(C=C1)N=CC2=C(C=CC(=C2)C)[O-],-5.0
CC1=CC=CC=C1/C=C(\C=O)/C2=CC=CC=C2C,-4.9
CC1=CC=C(S1)C=NC2=CC=C(S2)C,-3.7
CC1=CC=C(S1)/C=C/C2=C(C=CS2)C#N,-4.1
C1CCC=C(CC1)OC(=O)C2=CC=CC=C2,-4.4
C1=CC=C(C=C1)C=NC2=CC(=C(C=C2F)F)F,-4.8
C1=CC=C(C=C1)C=NC2=C(C(=CC(=C2F)F)F)F,-4.9
